district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
khushab,2006,maize,19.0,26.85,34.85,34.51,52.19,23.08,24.04,29.08,29.24,5.09,45.15,35.8,1.200815,11.27145,7.90531,449.7975708502024
khushab,2006,wheat,17.98,13.06,10.47,17.79,26.54,21.54,45.41,44.76,4.83,0.16,14.5,21.82,1.200815,11.27145,7.90531,798.3805668016194
khushab,2006,rice,34.51,33.4,30.06,28.49,29.08,53.99,68.58,58.45,35.8,131.29,147.65,41.32,1.200815,11.27145,7.90531,698.3805668016194
khushab,2007,maize,17.72,28.07,32.82,35.15,61.58,39.6,26.39,38.41,76.3,5.26,23.16,190.07,1.200815,11.27145,7.90531,539.6761133603238
khushab,2007,wheat,18.03,11.21,10.74,13.7,54.29,58.16,50.33,67.68,18.58,76.75,0.93,99.07,1.200815,11.27145,7.90531,642.5101214574898
khushab,2007,rice,35.15,32.28,30.65,29.19,38.41,60.07,67.03,56.12,190.07,245.45,71.05,62.63,1.200815,11.27145,7.90531,704.4534412955466
khushab,2008,maize,23.59,24.44,32.27,34.99,24.92,48.89,30.42,42.42,2.89,110.92,30.13,104.04,1.200815,11.27145,7.90531,404.85829959514166
khushab,2008,wheat,19.73,12.43,9.32,12.6,31.61,39.74,46.81,43.97,5.24,0.83,35.41,6.0,1.200815,11.27145,7.90531,722.2672064777328
khushab,2008,rice,34.99,33.09,31.17,28.7,42.42,56.67,61.31,53.31,104.04,124.5,124.11,55.08,1.200815,11.27145,7.90531,404.85829959514166
khushab,2009,maize,20.52,24.7,32.2,35.39,40.65,42.76,25.49,21.36,22.09,40.07,25.32,12.28,1.200815,11.27145,7.90531,948.4240406812913
khushab,2009,wheat,19.59,14.24,12.23,14.51,27.49,43.2,54.45,51.17,3.49,21.67,21.92,27.7,1.200815,11.27145,7.90531,777.327935222672
khushab,2009,rice,35.39,34.9,33.86,31.02,21.36,41.8,49.0,40.0,12.28,68.69,68.19,21.66,1.200815,11.27145,7.90531,534.0080971659919
khushab,2010,maize,23.19,29.97,33.31,35.23,40.61,24.51,22.13,26.85,17.42,9.07,13.61,31.4,1.200815,11.27145,7.90531,948.4240406812913
khushab,2010,wheat,18.34,13.73,12.93,13.94,28.68,31.34,31.01,54.13,2.56,0.98,21.55,45.76,1.200815,11.27145,7.90531,813.7651821862347
khushab,2010,rice,35.23,33.01,29.95,27.54,26.85,53.97,71.04,63.43,31.4,210.04,173.9,70.47,1.200815,11.27145,7.90531,677.3279352226721
khushab,2011,maize,20.53,25.41,34.89,35.04,39.77,35.78,21.86,36.18,9.55,29.7,12.29,104.06,1.200815,11.27145,7.90531,948.4240406812913
khushab,2011,wheat,18.68,12.82,11.22,12.73,34.99,26.84,34.28,60.44,6.06,5.86,1.05,36.99,1.200815,11.27145,7.90531,680.161943319838
khushab,2011,rice,35.04,31.72,29.83,28.05,36.18,60.24,71.33,66.79,104.06,231.22,145.04,98.81,1.200815,11.27145,7.90531,694.7368421052631
khushab,2012,maize,18.93,25.46,31.7,36.62,30.0,43.06,24.97,18.38,7.41,40.91,5.86,9.06,1.200815,11.27145,7.90531,948.4240406812913
khushab,2012,wheat,19.42,13.09,9.66,10.85,46.86,24.91,45.01,45.54,1.22,0.14,15.83,17.06,1.200815,11.27145,7.90531,773.2793522267206
khushab,2012,rice,36.62,34.1,32.01,28.94,18.38,48.07,56.92,55.45,9.06,179.81,85.12,80.27,1.200815,11.27145,7.90531,584.2105263157895
khushab,2013,maize,19.39,24.65,32.41,35.33,51.88,46.23,22.36,32.57,33.75,42.56,16.92,62.24,1.200815,11.27145,7.90531,948.4240406812913
khushab,2013,wheat,18.43,12.8,10.07,12.92,29.76,43.2,40.38,62.57,2.06,18.96,2.96,79.6,1.200815,11.27145,7.90531,668.0161943319838
khushab,2013,rice,35.33,33.96,31.84,29.96,32.57,50.77,57.06,49.96,62.24,100.64,69.05,36.79,1.200815,11.27145,7.90531,630.7692307692307
khushab,2014,maize,17.9,24.39,30.12,36.72,51.85,44.77,36.15,22.24,48.74,80.19,33.54,16.72,1.200815,11.27145,7.90531,948.4240406812913
khushab,2014,wheat,18.17,13.97,12.13,12.91,33.96,27.44,33.39,41.85,7.26,0.2,1.44,12.49,1.200815,11.27145,7.90531,748.9878542510121
khushab,2014,rice,36.72,34.76,31.92,28.07,22.24,42.59,53.92,64.23,16.72,138.28,71.62,125.86,1.200815,11.27145,7.90531,729.1497975708502
khushab,2015,maize,17.69,25.32,32.04,34.52,62.9,51.37,27.89,29.25,131.01,42.1,7.89,32.13,1.200815,11.27145,7.90531,948.4240406812913
khushab,2015,wheat,17.33,12.79,11.49,14.58,45.26,37.52,44.07,57.28,3.83,0.0,17.59,34.15,1.200815,11.27145,7.90531,809.3117408906882
khushab,2015,rice,34.52,33.74,32.33,29.87,29.25,49.17,54.22,42.21,32.13,110.19,81.89,61.58,1.200815,11.27145,7.90531,710.5263157894736
khushab,2016,maize,20.23,25.9,33.96,36.09,51.74,40.14,25.42,31.96,78.37,17.87,29.41,61.17,1.200815,11.27145,7.90531,948.4240406812913
khushab,2016,wheat,17.56,13.7,12.88,15.75,45.39,35.86,43.29,36.44,8.27,7.45,10.11,19.04,1.200815,11.27145,7.90531,867.6113360323886
khushab,2016,rice,36.09,33.34,31.33,30.45,31.96,55.34,60.15,48.69,61.17,216.38,77.38,31.83,1.200815,11.27145,7.90531,780.9716599190283
khushab,2017,maize,19.79,27.32,33.62,34.62,46.23,35.29,23.74,36.04,23.97,65.09,13.21,58.82,1.200815,11.27145,7.90531,948.4240406812913
khushab,2017,wheat,19.92,16.69,10.54,14.95,23.19,25.54,58.12,49.49,1.28,0.02,49.35,15.43,1.200815,11.27145,7.90531,833.1983805668016
khushab,2017,rice,34.62,33.42,32.61,29.35,36.04,52.83,53.12,49.19,58.82,114.46,116.71,54.9,1.200815,11.27145,7.90531,731.1740890688259
khushab,2018,maize,22.13,26.77,31.22,35.06,39.85,38.27,28.45,35.26,21.22,56.17,30.72,52.87,1.200815,11.27145,7.90531,948.4240406812913
khushab,2018,wheat,18.06,13.25,12.35,15.19,34.62,34.85,30.39,42.14,5.99,11.59,0.47,21.39,1.200815,11.27145,7.90531,715.7894736842105
khushab,2018,rice,35.06,32.89,32.49,30.44,35.26,55.56,55.43,44.18,52.87,145.85,69.68,17.92,1.200815,11.27145,7.90531,587.8542510121457
khushab,2019,maize,17.59,26.6,31.29,35.33,55.42,45.24,29.16,26.25,33.88,42.74,22.47,25.52,1.200815,11.27145,7.90531,948.4240406812913
khushab,2019,wheat,18.62,12.45,9.52,11.98,34.38,40.05,60.31,59.76,7.38,8.73,39.13,37.93,1.200815,11.27145,7.90531,762.7530364372469
khushab,2019,rice,35.33,33.75,31.89,30.98,26.25,52.08,60.81,54.44,25.52,129.02,77.37,73.56,1.200815,11.27145,7.90531,687.4493927125505
khushab,2020,maize,16.42,22.21,27.25,30.32,78.06,70.38,59.89,59.9,274.88,61.16,232.24,436.93,1.200815,11.27145,7.90531,948.4240406812913
khushab,2020,wheat,17.53,12.1,9.21,14.39,56.75,43.81,65.5,55.55,19.96,10.88,49.38,231.81,1.200815,11.27145,7.90531,910.9311740890688
khushab,2020,rice,30.32,31.81,30.62,27.77,59.9,62.4,71.81,67.5,436.93,160.13,264.28,94.76,1.200815,11.27145,7.90531,748.5829959514169
khushab,2021,maize,19.95,23.47,31.14,34.53,54.88,47.99,32.88,36.28,44.07,31.5,21.23,65.18,1.200815,11.27145,7.90531,948.4240406812913
khushab,2021,wheat,15.66,11.28,10.61,16.32,55.06,63.83,58.35,54.7,55.32,29.2,44.78,168.13,1.200815,11.27145,7.90531,837.6518218623481
khushab,2021,rice,34.53,33.74,31.86,29.02,36.28,52.08,58.74,67.36,65.18,188.96,79.26,184.01,1.200815,11.27145,7.90531,807.6923076923076
khushab,2022,maize,21.85,29.52,33.12,34.2,53.22,28.42,26.36,32.75,31.53,2.05,25.93,107.06,1.200815,11.27145,7.90531,948.4240406812913
khushab,2022,wheat,17.3,12.04,10.33,13.1,48.18,50.44,69.33,62.75,0.06,19.41,107.99,19.3,1.200815,11.27145,7.90531,956.6801619433197
khushab,2022,rice,34.2,30.13,29.31,27.91,32.75,73.44,75.61,73.04,107.06,302.27,177.74,111.76,1.200815,11.27145,7.90531,728.3400809716599
khushab,2023,maize,19.82,24.66,28.3,33.09,58.64,47.87,44.66,49.62,72.14,32.52,58.73,133.39,1.200815,11.27145,7.90531,948.4240406812913
khushab,2023,wheat,17.19,13.51,9.25,15.68,58.78,53.82,55.79,53.19,50.07,4.62,27.5,5.09,1.200815,11.27145,7.90531,922.6720647773278
khushab,2023,rice,33.09,30.52,31.76,29.87,49.62,71.53,63.59,60.85,133.39,239.03,72.36,82.07,1.200815,11.27145,7.90531,785.82995951417
khushab,2024,maize,18.69,23.77,32.17,36.89,50.71,50.12,30.93,24.27,66.1,73.44,7.98,17.72,1.200815,11.27145,7.90531,948.4240406812913
khushab,2024,wheat,18.38,13.94,11.81,12.98,59.38,49.21,50.47,48.55,37.77,0.71,13.56,19.81,1.200815,11.27145,7.90531,1133.6032388663966
khushab,2024,rice,36.89,34.31,29.62,28.85,24.27,56.35,78.39,70.57,17.72,218.57,298.88,61.64,1.200815,11.27145,7.90531,708.9068825910931
mianwali,1981,maize,19.0,27.33,33.71,37.56,55.15,33.28,22.22,15.55,50.09,15.51,19.56,10.1,1.14445,10.43581,7.73821,354.251012145749
mianwali,1981,wheat,19.43,13.58,11.57,14.75,54.34,63.23,55.94,51.14,14.34,34.45,39.86,34.04,1.14445,10.43581,7.73821,1016.1943319838056
mianwali,1981,rice,37.56,34.73,31.96,30.53,15.55,50.98,59.84,45.62,10.1,183.24,111.63,22.45,1.14445,10.43581,7.73821,0.0
mianwali,1982,maize,16.02,24.43,27.96,34.58,68.05,53.28,51.25,30.81,95.81,90.34,78.55,30.02,1.14445,10.43581,7.73821,404.85829959514166
mianwali,1982,wheat,18.89,14.38,12.37,11.66,26.43,33.6,39.37,56.38,4.25,3.02,13.63,76.88,1.14445,10.43581,7.73821,486.6396761133603
mianwali,1982,rice,34.58,36.89,33.31,31.31,30.81,32.44,51.83,22.92,30.02,60.86,107.83,3.38,1.14445,10.43581,7.73821,0.0
mianwali,1983,maize,17.96,22.48,29.94,36.06,42.53,55.2,43.96,21.73,31.06,114.91,31.56,6.74,1.14445,10.43581,7.73821,485.82995951417
mianwali,1983,wheat,18.67,11.99,11.04,13.76,39.26,53.73,50.89,48.28,19.25,57.72,9.69,7.25,1.14445,10.43581,7.73821,462.34817813765176
mianwali,1983,rice,36.06,35.73,32.97,30.78,21.73,38.21,57.16,48.3,6.74,54.99,179.22,17.61,1.14445,10.43581,7.73821,0.0
mianwali,1984,maize,22.83,27.21,35.23,37.77,33.46,31.64,13.0,24.01,18.85,16.28,0.2,47.83,1.14445,10.43581,7.73821,404.85829959514166
mianwali,1984,wheat,18.64,13.64,11.13,11.98,19.48,31.75,33.41,36.38,0.31,0.49,1.31,12.99,1.14445,10.43581,7.73821,419.8380566801619
mianwali,1984,rice,37.77,36.31,33.98,30.14,24.01,38.04,53.19,43.32,47.83,83.53,59.17,29.05,1.14445,10.43581,7.73821,0.0
mianwali,1985,maize,22.5,27.11,33.36,37.67,22.75,35.66,18.26,20.49,9.35,35.66,4.64,5.37,1.14445,10.43581,7.73821,472.46963562753035
mianwali,1985,wheat,18.5,11.81,11.26,16.03,31.14,41.8,51.24,26.0,25.33,14.91,2.22,4.47,1.14445,10.43581,7.73821,511.3360323886639
mianwali,1985,rice,37.67,35.69,32.65,31.95,20.49,42.96,55.73,30.8,5.37,75.16,127.72,1.7,1.14445,10.43581,7.73821,0.0
mianwali,1986,maize,17.52,25.13,31.81,36.7,55.43,43.17,22.97,23.94,64.89,33.5,32.5,17.87,1.14445,10.43581,7.73821,472.46963562753035
mianwali,1986,wheat,19.38,13.63,11.06,13.15,25.16,45.26,44.48,52.35,1.55,46.36,3.67,43.71,1.14445,10.43581,7.73821,498.7854251012145
mianwali,1986,rice,36.7,35.5,32.86,31.49,23.94,39.31,50.09,29.14,17.87,53.97,87.79,10.46,1.14445,10.43581,7.73821,0.0
mianwali,1987,maize,19.6,26.31,29.38,36.49,54.76,34.89,34.17,21.51,63.77,6.59,31.32,8.19,1.14445,10.43581,7.73821,472.46963562753035
mianwali,1987,wheat,19.35,12.66,13.51,16.04,30.17,46.6,35.72,41.14,20.32,10.44,2.1,41.34,1.14445,10.43581,7.73821,513.3603238866397
mianwali,1987,rice,36.49,38.13,37.22,33.52,21.51,25.57,28.31,24.17,8.19,13.6,10.25,11.58,1.14445,10.43581,7.73821,0.0
mianwali,1988,maize,19.28,28.86,35.33,38.47,44.79,25.98,13.01,18.95,44.64,11.09,2.31,9.38,1.14445,10.43581,7.73821,404.85829959514166
mianwali,1988,wheat,20.48,14.89,13.89,16.17,14.65,17.49,39.64,30.64,0.04,0.56,8.4,5.71,1.14445,10.43581,7.73821,561.5384615384615
mianwali,1988,rice,38.47,36.45,35.76,32.39,18.95,45.45,37.71,31.58,9.38,68.89,20.79,19.17,1.14445,10.43581,7.73821,253.03643724696354
mianwali,1989,maize,19.41,25.06,32.24,36.59,42.27,26.53,14.64,21.64,46.7,5.84,3.98,15.14,1.14445,10.43581,7.73821,485.82995951417
mianwali,1989,wheat,19.76,14.76,10.7,12.74,17.19,38.26,46.72,38.21,0.32,36.7,16.32,2.51,1.14445,10.43581,7.73821,565.9919028340081
mianwali,1989,rice,36.59,35.26,33.47,32.03,21.64,39.72,46.72,26.48,15.14,76.85,102.28,4.44,1.14445,10.43581,7.73821,506.0728744939271
mianwali,1990,maize,18.11,25.28,35.23,37.99,48.4,38.47,20.61,21.04,36.74,21.25,4.81,10.67,1.14445,10.43581,7.73821,485.82995951417
mianwali,1990,wheat,19.53,14.07,13.24,13.76,24.72,47.38,54.02,56.23,1.84,26.55,14.78,68.63,1.14445,10.43581,7.73821,590.2834008097166
mianwali,1990,rice,37.99,36.46,34.52,32.42,21.04,37.43,46.85,40.79,10.67,68.74,68.87,40.59,1.14445,10.43581,7.73821,253.03643724696354
mianwali,1991,maize,20.59,25.14,32.53,37.24,32.88,34.35,20.06,16.16,8.65,29.63,4.92,6.81,1.14445,10.43581,7.73821,485.82995951417
mianwali,1991,wheat,20.25,13.28,11.93,13.83,22.84,42.06,39.36,38.76,1.57,19.78,0.22,14.69,1.14445,10.43581,7.73821,608.9068825910931
mianwali,1991,rice,37.24,38.8,34.75,31.67,16.16,23.74,40.57,33.59,6.81,13.83,90.96,18.01,1.14445,10.43581,7.73821,910.9311740890688
mianwali,1992,maize,17.38,23.79,30.33,36.86,47.37,46.75,29.72,16.74,51.37,31.51,16.12,1.74,1.14445,10.43581,7.73821,485.82995951417
mianwali,1992,wheat,19.09,15.06,12.63,13.55,22.95,41.08,48.73,51.64,1.81,5.07,37.78,43.21,1.14445,10.43581,7.73821,550.6072874493926
mianwali,1992,rice,36.86,35.25,33.55,28.64,16.74,36.76,48.28,52.17,1.74,59.6,69.27,124.09,1.14445,10.43581,7.73821,253.03643724696354
mianwali,1993,maize,17.59,27.44,34.05,36.89,45.53,32.11,16.55,21.56,53.51,11.03,4.38,14.56,1.14445,10.43581,7.73821,404.85829959514166
mianwali,1993,wheat,18.35,15.12,10.55,17.39,31.22,44.23,44.3,32.45,11.89,8.25,10.61,16.82,1.14445,10.43581,7.73821,575.3036437246963
mianwali,1993,rice,36.89,34.61,35.35,32.05,21.56,40.74,30.54,30.43,14.56,80.58,31.15,15.0,1.14445,10.43581,7.73821,455.4655870445344
mianwali,1994,maize,21.61,23.8,32.9,38.03,38.31,35.02,20.44,19.65,18.83,45.56,9.54,5.85,1.14445,10.43581,7.73821,485.82995951417
mianwali,1994,wheat,20.03,15.22,12.96,13.43,21.22,20.45,33.61,41.7,1.6,0.0,4.66,23.91,1.14445,10.43581,7.73821,596.7611336032388
mianwali,1994,rice,38.03,35.8,35.42,30.26,19.65,45.16,43.86,34.61,5.85,81.76,32.05,23.21,1.14445,10.43581,7.73821,556.6801619433198
mianwali,1995,maize,19.18,23.49,32.35,37.46,39.36,45.59,24.9,19.97,50.23,53.58,15.09,11.37,1.14445,10.43581,7.73821,404.85829959514166
mianwali,1995,wheat,20.4,13.15,11.69,14.98,31.66,40.87,45.97,40.29,0.48,17.93,12.42,20.25,1.14445,10.43581,7.73821,629.1497975708502
mianwali,1995,rice,37.46,35.99,32.64,30.34,19.97,41.84,57.36,40.64,11.37,90.65,107.7,30.24,1.14445,10.43581,7.73821,607.2874493927125
mianwali,1996,maize,20.2,27.98,31.34,35.84,47.45,24.57,19.19,29.21,26.85,8.08,9.97,45.77,1.14445,10.43581,7.73821,485.82995951417
mianwali,1996,wheat,18.9,13.59,11.6,15.33,22.23,36.09,40.79,48.64,3.72,2.07,19.84,34.68,1.14445,10.43581,7.73821,624.2914979757085
mianwali,1996,rice,35.84,36.65,33.97,32.57,29.21,30.87,45.24,32.82,45.77,18.75,70.37,14.22,1.14445,10.43581,7.73821,1113.3603238866397
mianwali,1997,maize,19.74,25.01,30.55,36.56,32.49,39.27,22.58,26.38,14.34,44.6,8.51,8.74,1.14445,10.43581,7.73821,506.0728744939271
mianwali,1997,wheat,17.76,13.95,12.47,14.79,23.9,24.91,31.99,29.96,5.71,0.77,12.87,4.51,1.14445,10.43581,7.73821,736.0323886639676
mianwali,1997,rice,36.56,38.73,36.09,33.56,26.38,30.35,31.47,25.12,8.74,15.9,8.95,0.98,1.14445,10.43581,7.73821,202.42914979757083
mianwali,1998,maize,18.56,28.57,33.49,36.1,40.21,23.93,19.51,22.61,10.02,3.98,7.29,22.4,1.14445,10.43581,7.73821,674.8987854251012
mianwali,1998,wheat,17.84,12.42,11.92,14.65,43.8,48.44,40.32,43.23,16.19,2.09,7.33,24.17,1.14445,10.43581,7.73821,768.825910931174
mianwali,1998,rice,36.1,37.31,36.41,33.55,22.61,37.89,34.88,29.51,22.4,63.91,36.61,2.33,1.14445,10.43581,7.73821,556.6801619433198
mianwali,1999,maize,20.48,28.86,34.18,37.62,39.06,15.04,18.28,18.65,15.45,0.8,21.06,0.99,1.14445,10.43581,7.73821,607.2874493927125
mianwali,1999,wheat,20.29,16.48,12.05,15.67,15.76,20.35,53.56,54.66,0.06,4.11,48.18,15.77,1.14445,10.43581,7.73821,655.4655870445343
mianwali,1999,rice,37.62,37.74,36.8,33.58,18.65,30.67,29.55,28.8,0.99,25.23,22.26,6.85,1.14445,10.43581,7.73821,371.2550607287449
mianwali,2000,maize,19.86,30.02,36.17,36.72,24.9,14.69,19.61,23.84,2.48,0.23,26.93,20.31,1.14445,10.43581,7.73821,566.8016194331983
mianwali,2000,wheat,20.17,15.8,12.57,12.59,23.82,19.13,42.11,46.5,3.11,0.0,34.73,15.49,1.14445,10.43581,7.73821,606.4777327935223
mianwali,2000,rice,36.72,37.06,36.77,32.14,23.84,35.14,28.63,32.22,20.31,25.09,13.29,31.21,1.14445,10.43581,7.73821,506.0728744939271
mianwali,2001,maize,22.02,26.9,35.34,35.91,22.43,32.44,23.48,34.26,5.46,58.65,12.87,54.11,1.14445,10.43581,7.73821,566.8016194331983
mianwali,2001,wheat,19.45,14.68,11.65,15.72,20.06,35.87,45.13,26.36,2.23,37.15,1.4,0.77,1.14445,10.43581,7.73821,717.0040485829959
mianwali,2001,rice,35.91,36.13,33.4,31.08,34.26,43.65,50.01,34.97,54.11,142.24,24.04,25.01,1.14445,10.43581,7.73821,344.12955465587044
mianwali,2002,maize,20.91,27.56,35.18,36.95,44.12,28.91,15.82,23.18,28.04,11.71,5.76,32.46,1.14445,10.43581,7.73821,607.2874493927125
mianwali,2002,wheat,20.2,15.61,13.62,14.52,25.3,33.31,29.47,36.85,6.15,1.07,1.71,63.9,1.14445,10.43581,7.73821,791.9028340080971
mianwali,2002,rice,36.95,38.28,36.31,31.05,23.18,20.95,31.9,35.15,32.46,4.67,19.71,24.3,1.14445,10.43581,7.73821,323.88663967611336
mianwali,2003,maize,19.52,28.3,32.32,38.29,42.58,26.57,15.42,19.1,11.92,8.19,4.65,6.62,1.14445,10.43581,7.73821,485.82995951417
mianwali,2003,wheat,19.78,14.62,12.59,14.83,32.78,40.26,44.64,50.69,10.26,24.22,3.66,37.79,1.14445,10.43581,7.73821,821.8623481781375
mianwali,2003,rice,38.29,35.16,35.49,32.2,19.1,47.98,41.36,39.39,6.62,81.8,20.85,41.71,1.14445,10.43581,7.73821,531.1740890688259
mianwali,2004,maize,25.1,29.99,34.19,36.82,19.37,20.93,17.96,25.6,0.0,10.11,0.78,29.32,1.14445,10.43581,7.73821,566.8016194331983
mianwali,2004,wheat,18.22,14.51,12.4,16.18,24.75,38.2,55.3,43.97,2.05,8.4,26.71,11.27,1.14445,10.43581,7.73821,901.6194331983805
mianwali,2004,rice,36.82,37.55,34.92,31.32,25.6,30.64,42.73,39.55,29.32,35.55,66.6,44.29,1.14445,10.43581,7.73821,587.0445344129554
mianwali,2005,maize,19.87,25.12,30.36,37.79,56.94,36.21,28.62,19.01,75.01,14.65,17.34,6.06,1.14445,10.43581,7.73821,674.8987854251012
mianwali,2005,wheat,20.06,15.58,11.26,12.2,30.98,35.75,46.7,59.85,2.01,6.84,26.54,35.08,1.14445,10.43581,7.73821,831.9838056680161
mianwali,2005,rice,37.79,34.65,34.18,32.06,19.01,50.44,45.59,42.64,6.06,117.44,64.1,39.22,1.14445,10.43581,7.73821,573.6842105263157
mianwali,2006,maize,19.66,27.46,35.63,35.52,51.68,25.26,24.05,27.52,34.68,5.41,39.67,26.2,1.14445,10.43581,7.73821,539.6761133603238
mianwali,2006,wheat,18.84,14.01,11.4,18.52,25.76,20.95,41.53,44.86,4.54,0.49,13.48,24.87,1.14445,10.43581,7.73821,841.7004048582995
mianwali,2006,rice,35.52,36.12,32.81,31.11,27.52,43.22,57.28,44.57,26.2,72.29,81.58,25.3,1.14445,10.43581,7.73821,461.1336032388664
mianwali,2007,maize,18.42,28.85,33.54,36.43,59.42,39.48,25.9,34.31,73.23,4.49,14.02,113.8,1.14445,10.43581,7.73821,539.6761133603238
mianwali,2007,wheat,18.9,12.32,12.17,14.48,51.17,55.49,46.77,64.96,24.16,61.01,3.83,108.94,1.14445,10.43581,7.73821,742.914979757085
mianwali,2007,rice,36.43,33.7,32.74,31.03,34.31,57.23,58.76,47.22,113.8,191.43,45.82,47.28,1.14445,10.43581,7.73821,743.7246963562752
mianwali,2008,maize,24.01,25.16,33.18,36.71,25.23,47.54,27.63,37.57,2.47,81.35,25.29,67.74,1.14445,10.43581,7.73821,404.85829959514166
mianwali,2008,wheat,20.2,13.56,10.23,13.82,29.44,36.43,44.37,37.05,4.0,1.88,29.07,5.16,1.14445,10.43581,7.73821,766.8016194331983
mianwali,2008,rice,36.71,34.86,32.68,29.26,37.57,51.67,56.26,52.03,67.74,105.74,125.84,66.61,1.14445,10.43581,7.73821,233.60323886639674
mianwali,2009,maize,21.06,25.0,32.54,35.86,42.87,44.88,27.1,21.86,27.58,45.65,16.33,9.51,1.14445,10.43581,7.73821,948.4240406812913
mianwali,2009,wheat,20.26,15.3,13.04,15.29,24.25,37.94,51.65,49.54,2.25,17.83,23.13,30.61,1.14445,10.43581,7.73821,846.1538461538461
mianwali,2009,rice,35.86,36.05,35.66,31.54,21.86,40.52,44.16,39.39,9.51,67.51,63.74,27.81,1.14445,10.43581,7.73821,543.3198380566802
mianwali,2010,maize,23.71,30.22,33.85,36.06,40.69,25.53,22.63,26.42,24.3,8.97,8.89,43.39,1.14445,10.43581,7.73821,2611.3360323886636
mianwali,2010,wheat,18.78,14.52,13.62,14.37,27.46,31.5,31.88,51.65,1.53,2.45,18.37,35.83,1.14445,10.43581,7.73821,967.6113360323886
mianwali,2010,rice,36.06,33.87,30.95,28.26,26.42,52.86,68.86,61.63,43.39,186.88,256.87,59.23,1.14445,10.43581,7.73821,781.7813765182185
mianwali,2011,maize,20.84,26.23,35.22,36.44,39.41,35.2,22.38,31.35,8.39,25.83,14.8,59.81,1.14445,10.43581,7.73821,2311.740890688259
mianwali,2011,wheat,19.06,13.04,11.89,13.28,35.4,29.2,36.09,59.41,1.85,4.12,1.76,36.9,1.14445,10.43581,7.73821,890.6882591093116
mianwali,2011,rice,36.44,33.54,31.57,29.41,31.35,54.77,65.25,61.41,59.81,146.73,124.59,79.19,1.14445,10.43581,7.73821,723.4817813765181
mianwali,2012,maize,18.78,25.48,31.97,37.08,36.16,48.68,28.83,19.93,13.15,63.96,7.04,7.28,1.14445,10.43581,7.73821,1145.748987854251
mianwali,2012,wheat,20.47,13.66,10.21,10.87,41.33,23.55,43.35,46.7,6.09,0.07,13.94,22.4,1.14445,10.43581,7.73821,1012.1457489878542
mianwali,2012,rice,37.08,35.29,33.23,29.49,19.93,43.56,53.39,55.59,7.28,133.29,108.98,98.18,1.14445,10.43581,7.73821,586.6396761133602
mianwali,2013,maize,20.07,24.85,32.63,35.82,51.08,48.09,25.36,33.49,50.16,40.26,10.14,74.16,1.14445,10.43581,7.73821,850.2024291497975
mianwali,2013,wheat,18.51,13.8,11.28,13.66,35.15,42.57,39.22,59.44,3.4,21.42,4.12,78.76,1.14445,10.43581,7.73821,1012.1457489878542
mianwali,2013,rice,35.82,36.05,34.49,31.66,33.49,43.11,43.06,42.62,74.16,54.02,35.98,28.54,1.14445,10.43581,7.73821,674.0890688259109
mianwali,2014,maize,18.26,24.88,30.9,37.06,52.36,45.66,35.06,22.8,49.36,70.7,28.82,19.69,1.14445,10.43581,7.73821,2550.6072874493925
mianwali,2014,wheat,18.68,14.72,13.11,13.33,37.75,27.96,31.53,43.95,10.69,0.37,1.87,19.52,1.14445,10.43581,7.73821,719.0283400809716
mianwali,2014,rice,37.06,35.71,33.8,30.21,22.8,40.94,45.63,53.9,19.69,99.91,41.67,72.79,1.14445,10.43581,7.73821,577.3279352226721
mianwali,2015,maize,18.53,26.01,32.28,35.17,60.6,48.64,29.2,27.98,104.68,42.46,10.58,26.22,1.14445,10.43581,7.73821,948.4240406812913
mianwali,2015,wheat,18.11,13.62,12.46,14.97,44.63,36.23,41.1,57.46,5.03,0.0,20.71,36.7,1.14445,10.43581,7.73821,808.502024291498
mianwali,2015,rice,35.17,35.57,33.64,31.14,27.98,41.09,48.33,36.93,26.22,63.97,71.86,37.89,1.14445,10.43581,7.73821,577.7327935222671
mianwali,2016,maize,20.76,26.27,34.27,37.05,53.25,41.7,27.45,29.72,69.17,27.02,30.39,46.23,1.14445,10.43581,7.73821,1850.6072874493925
mianwali,2016,wheat,18.62,14.49,13.58,16.72,44.86,35.05,44.89,32.06,17.24,6.1,12.81,10.32,1.14445,10.43581,7.73821,1182.1862348178138
mianwali,2016,rice,37.05,34.12,32.73,31.17,29.72,53.82,56.02,46.06,46.23,206.49,75.47,33.15,1.14445,10.43581,7.73821,683.8056680161943
mianwali,2017,maize,20.17,28.2,33.87,36.05,46.19,33.8,24.68,31.99,19.38,41.01,11.55,40.31,1.14445,10.43581,7.73821,1950.6072874493925
mianwali,2017,wheat,20.47,17.48,11.21,15.38,22.89,25.64,55.43,48.3,0.65,0.34,47.94,21.29,1.14445,10.43581,7.73821,936.0323886639675
mianwali,2017,rice,36.05,35.44,35.1,30.45,31.99,45.62,41.69,45.65,40.31,65.16,85.91,26.05,1.14445,10.43581,7.73821,606.8825910931174
mianwali,2018,maize,22.4,27.72,31.94,36.35,44.69,35.88,27.91,30.37,36.89,31.99,22.13,32.87,1.14445,10.43581,7.73821,1214.574898785425
